SR_NODD,CURRENT_STATUS,OFF_NAME,AGENCY_TYPE,STATE_NM,APP_ID,APP_NAME,BENF_TYPE_DESC,GENDER,BENF_CATEGORY_DESC,BENF_SPECIAL_CD,DOB,MOBILE,UNIT_ADDR,UNIT_TALUK_BLOCK,DISTRICT_NAME,IND_TYPE,ACTIVITY_NAME,PROD_DESC,IFSC_CODE,BANK_NAME,BANK_ADDRESS,BANK_F_DATE,PROJ_COST,TOT_SAMC_FB,CGTSI,IST_LOAN_REL,MM_CLAIM_DT,MM_CLAIM_AMT,MM_REL_DT,MM_REL_AMT,EDP_TRG_NM,EDP_CERT_DT,CERT_TYPE,ONLINE_PROMO,TEL_NO,E_MAIL,IND_GRP_LONG_DESC,APR_YR,ANNUAL_TURNOVER,SUSTAINABILITY_SCORE,OPERATIONAL_STATUS,EMPLOYMENT_AT_SETUP,MARGIN_MONEY_SUBSIDY_RS,SECTOR
4782,Closed,Office_48,KVIC,ODISHA,APP2025784544,Applicant_4782,Individual,Female,General,PWD,1973-05-26,9892933680,Address_84,Block_D,District_46,Urban,E-commerce,Product_24,IFSC662866,PNB,Bank_Address_50,2022-12-09,2224288,886347,91966,Yes,2022-10-06,671814,2020-07-06,1263298,Training_18,2020-06-30,B,Yes,0141884311,applicant_4782@email.com,Services,2023-24,2002830,14.31340926122009,Non-Operational,19,1125862,Services
4783,Non-Operational,Office_4,DIC,KERALA,APP2025622136,Applicant_4783,Individual,Male,General,PWD,1998-10-09,9899479646,Address_50,Block_C,District_35,Urban,Tourism Services,Product_41,IFSC219094,PNB,Bank_Address_145,2020-10-15,1721374,274422,474086,No,2023-07-03,1605518,2022-05-23,1311415,Training_21,2022-04-15,B,Yes,0401434543,applicant_4783@email.com,Retail,2025-26,4586442,60.953896640427665,Operational,20,650892,Services
4784,Non-Operational,Office_60,KVIB,RAJASTHAN,APP2025396896,Applicant_4784,Individual,Male,ST,EX-SERVICEMAN,2012-05-20,9821862830,Address_333,Block_C,District_2,Rural,Education Center,Product_60,IFSC697007,Kotak Bank,Bank_Address_166,2020-04-05,2351060,888402,379319,No,2023-09-08,1876284,2020-12-09,1494848,Training_12,2022-05-13,A,No,0228259707,applicant_4784@email.com,Agro-based,2023-24,2081714,21.342245605760812,Non-Operational,17,206332,Services
4785,Closed,Office_59,KVIC,ODISHA,APP2025988043,Applicant_4785,Individual,Male,Scheduled Tribe,EX-SERVICEMAN,1999-03-08,9844141168,Address_80,Block_D,District_13,Rural,Service Business,Product_72,IFSC665403,Bank of Baroda,Bank_Address_27,2023-07-29,531600,1287222,414130,No,2021-11-24,958353,2020-10-10,342259,Training_8,2020-06-09,A,Yes,0369273732,applicant_4785@email.com,Retail,2023-24,4793188,21.829267423968812,Non-Operational,1,719731,Services
4786,Closed,Office_22,State,WEST BENGAL,APP2025865296,Applicant_4786,Individual,Male,Scheduled Caste,PWD,1995-12-22,9814966224,Address_381,Block_C,District_50,Rural,Manufacturing,Product_71,IFSC646454,Axis Bank,Bank_Address_111,2022-06-21,1278542,1206708,107339,Partial,2023-07-11,1000312,2020-03-12,1203606,Training_48,2020-04-25,A,No,0322489493,applicant_4786@email.com,Retail,2024-25,3374120,57.6390657531476,Closed,13,195254,Manufacturing
4787,Closed,Office_71,KVIB,KARNATAKA,APP2025810782,Applicant_4787,Individual,Male,OBC,PWD,1982-09-12,9884477107,Address_390,Block_B,District_31,Rural,Food Processing,Product_22,IFSC614230,Bank of Baroda,Bank_Address_156,2020-12-31,1572265,1392574,182098,Yes,2022-09-14,1112063,2023-05-03,486492,Training_24,2023-09-09,B,Yes,0254363648,applicant_4787@email.com,Agro-based,2025-26,3546175,78.82047564253912,Operational,2,1155503,Manufacturing
4788,Closed,Office_23,State,CHHATTISGARH,APP2025866195,Applicant_4788,Individual,Male,ST,EX-SERVICEMAN,2010-05-06,9899475123,Address_178,Block_C,District_42,Urban,Handicraft,Product_8,IFSC874825,Kotak Bank,Bank_Address_131,2020-07-17,1827988,785076,36996,Partial,2020-10-08,326532,2020-11-02,298832,Training_5,2020-03-18,B,No,0286075831,applicant_4788@email.com,Services,2024-25,4601123,42.72966452779902,Operational,1,1032207,Manufacturing
4789,Non-Operational,Office_46,KVIB,PUNJAB,APP2025668019,Applicant_4789,Individual,Female,Scheduled Caste,NA,2007-12-05,9860099420,Address_440,Block_A,District_19,Rural,Textile Unit,Product_22,IFSC189288,SBI,Bank_Address_40,2023-03-01,1643398,1027092,227111,No,2021-01-15,1062877,2023-11-01,1446123,Training_48,2021-04-17,NA,No,0318692207,applicant_4789@email.com,Services,2025-26,1982508,71.72239207899302,Operational,13,1273985,Manufacturing
4790,Non-Operational,Office_24,Ministry,JAMMU & KASHMIR,APP2025677317,Applicant_4790,Individual,Female,Scheduled Tribe,EX-SERVICEMAN,2004-10-28,9883717549,Address_11,Block_C,District_42,Urban,Retail Trading,Product_89,IFSC572508,Axis Bank,Bank_Address_132,2022-10-30,445182,535740,343078,Partial,2021-05-07,164792,2021-02-09,298686,Training_50,2021-11-24,B,Yes,0345131672,applicant_4790@email.com,Services,2024-25,2603098,13.725852092334668,Operational,10,620743,Services
4791,Non-Operational,Office_18,State,RAJASTHAN,APP2025635375,Applicant_4791,Individual,Female,Scheduled Caste,EX-SERVICEMAN,1967-09-25,9835553405,Address_61,Block_A,District_12,Urban,Tourism Services,Product_62,IFSC779400,Axis Bank,Bank_Address_136,2023-02-08,160998,944515,207145,Yes,2023-09-21,188017,2022-03-01,200731,Training_17,2022-02-19,C,No,0328362799,applicant_4791@email.com,Retail,2024-25,3281821,21.144491968715506,Non-Operational,10,826214,Services
4792,Operational,Office_58,KVIB,RAJASTHAN,APP2025693364,Applicant_4792,Individual,Female,ST,NA,1978-05-10,9869932924,Address_235,Block_A,District_41,Rural,Service Business,Product_54,IFSC632635,HDFC Bank,Bank_Address_142,2021-12-12,747397,1461059,487575,Yes,2020-08-22,1852723,2021-04-27,924296,Training_41,2020-12-07,B,No,0324834008,applicant_4792@email.com,Manufacturing,2025-26,3734540,97.36689913415823,Non-Operational,12,820454,Services
4793,Closed,Office_28,KVIC,WEST BENGAL,APP2025611831,Applicant_4793,Individual,Male,ST,EX-SERVICEMAN,2004-11-29,9892311256,Address_183,Block_C,District_23,Urban,E-commerce,Product_91,IFSC551132,PNB,Bank_Address_20,2023-01-21,1646712,131800,498548,Partial,2023-11-28,649995,2022-04-21,923807,Training_28,2021-06-25,B,No,0172353669,applicant_4793@email.com,Retail,2025-26,1031037,10.479212923307157,Closed,7,899279,Services
4794,Closed,Office_20,KVIB,HARYANA,APP2025195669,Applicant_4794,Individual,Female,ST,EX-SERVICEMAN,2004-05-28,9847311129,Address_213,Block_C,District_32,Rural,Tourism Services,Product_100,IFSC544210,Kotak Bank,Bank_Address_23,2020-04-18,1522177,900118,199853,Partial,2021-11-07,1750508,2022-01-11,988492,Training_8,2021-01-02,C,Yes,0221101268,applicant_4794@email.com,Retail,2025-26,2934034,42.18131297852609,Operational,7,728817,Services
4795,Operational,Office_11,Ministry,TAMIL NADU,APP2025267621,Applicant_4795,Individual,Female,General,EX-SERVICEMAN,1967-10-22,9836956209,Address_459,Block_D,District_5,Rural,Food Processing,Product_22,IFSC808902,Kotak Bank,Bank_Address_116,2023-02-16,1861523,350393,266606,Yes,2023-11-26,597137,2022-07-23,1216423,Training_26,2022-06-25,C,Yes,0205934518,applicant_4795@email.com,Retail,2025-26,4171511,9.802009244355848,Non-Operational,8,413533,Manufacturing
4796,Operational,Office_59,DIC,UTTAR PRADESH,APP2025566338,Applicant_4796,Individual,Female,SC,NA,1997-11-09,9860350018,Address_436,Block_C,District_35,Urban,Retail Trading,Product_33,IFSC138656,Bank of Baroda,Bank_Address_40,2021-06-21,383830,1466298,81731,No,2021-02-20,926672,2021-05-19,979172,Training_7,2023-05-26,NA,No,0313522851,applicant_4796@email.com,Agro-based,2025-26,1585022,28.78040092993659,Non-Operational,3,145251,Services
4797,Operational,Office_51,State,UTTARAKHAND,APP2025184378,Applicant_4797,Individual,Female,ST,NA,1997-11-19,9849621047,Address_349,Block_B,District_31,Rural,Food Processing,Product_89,IFSC791734,IndusInd Bank,Bank_Address_162,2022-04-10,2289516,474812,405343,Yes,2022-05-06,1010095,2022-12-02,62206,Training_8,2022-03-13,NA,Yes,0151861442,applicant_4797@email.com,Agro-based,2024-25,2413680,70.91215203604277,Operational,19,1286541,Manufacturing
4798,Non-Operational,Office_84,State,HIMACHAL PRADESH,APP2025594453,Applicant_4798,Individual,Female,SC,NA,1971-03-10,9896216012,Address_309,Block_A,District_20,Urban,Retail Trading,Product_73,IFSC726775,SBI,Bank_Address_187,2023-08-31,407330,310602,393279,No,2023-08-09,114030,2023-03-31,841299,Training_30,2020-07-15,B,Yes,0346631538,applicant_4798@email.com,Retail,2024-25,2148059,72.07426008967698,Operational,3,138106,Services
4799,Non-Operational,Office_36,KVIC,JHARKHAND,APP2025777870,Applicant_4799,Individual,Female,OBC,NA,1996-06-14,9866242075,Address_480,Block_D,District_24,Rural,Manufacturing,Product_70,IFSC769571,Canara Bank,Bank_Address_168,2023-12-19,1539464,1234409,355290,Partial,2020-09-25,816985,2020-08-20,385738,Training_3,2021-03-21,B,Yes,0295066612,applicant_4799@email.com,Agro-based,2023-24,3571333,31.050035340682925,Non-Operational,6,906431,Manufacturing
4800,Closed,Office_61,Ministry,UTTAR PRADESH,APP2025783182,Applicant_4800,Individual,Female,General,PWD,1996-08-30,9846834963,Address_73,Block_D,District_38,Rural,Handicraft,Product_14,IFSC582298,SBI,Bank_Address_68,2021-01-05,617472,461695,288862,No,2021-06-29,482953,2021-04-15,279698,Training_44,2020-08-16,C,No,0142421820,applicant_4800@email.com,Agro-based,2025-26,270515,55.497317156967085,Operational,17,443023,Manufacturing
4801,Closed,Office_6,KVIC,TELANGANA,APP2025957547,Applicant_4801,Individual,Female,ST,PWD,1985-06-07,9876336437,Address_62,Block_C,District_20,Urban,Video & Photo Studio,Product_50,IFSC513878,HDFC Bank,Bank_Address_46,2022-12-26,1207223,268470,443739,No,2023-04-23,1912303,2022-07-08,194221,Training_12,2023-01-14,B,Yes,0211542621,applicant_4801@email.com,Agro-based,2025-26,4787143,86.79556817385688,Operational,3,329681,Services
4802,Non-Operational,Office_18,KVIB,ASSAM,APP2025623864,Applicant_4802,Individual,Female,SC,NA,1991-04-24,9822630016,Address_177,Block_D,District_48,Rural,Textile Unit,Product_10,IFSC679602,Kotak Bank,Bank_Address_50,2023-09-21,1953531,982645,95589,No,2020-09-19,1313784,2023-08-20,299527,Training_37,2022-02-04,B,No,0392098574,applicant_4802@email.com,Retail,2024-25,948423,21.940577861148814,Non-Operational,2,1069178,Manufacturing
4803,Operational,Office_75,DIC,MAHARASHTRA,APP2025925517,Applicant_4803,Individual,Male,Scheduled Tribe,PWD,2005-01-31,9832341175,Address_181,Block_D,District_32,Urban,Manufacturing,Product_16,IFSC782823,Canara Bank,Bank_Address_59,2021-07-06,1870893,814903,295688,Yes,2020-06-27,626076,2021-02-09,728075,Training_18,2020-04-26,A,No,0343666643,applicant_4803@email.com,Manufacturing,2023-24,3155712,24.233594080046174,Non-Operational,11,555355,Manufacturing
4804,Non-Operational,Office_69,KVIB,ASSAM,APP2025549343,Applicant_4804,Individual,Male,Scheduled Tribe,NA,1976-05-22,9879277587,Address_323,Block_A,District_23,Rural,Food Processing,Product_29,IFSC377825,ICICI Bank,Bank_Address_184,2020-06-15,762499,784764,491548,No,2022-01-06,1543725,2020-09-26,1232091,Training_6,2023-10-16,C,No,0332444898,applicant_4804@email.com,Retail,2024-25,2082632,36.74114370449569,Non-Operational,1,1306538,Manufacturing
4805,Non-Operational,Office_2,KVIB,MADHYA PRADESH,APP2025696864,Applicant_4805,Individual,Female,SC,EX-SERVICEMAN,1976-06-09,9853761063,Address_306,Block_C,District_23,Urban,Video & Photo Studio,Product_97,IFSC206521,Union Bank,Bank_Address_83,2022-06-17,1980747,901728,425877,Yes,2022-09-29,450716,2021-04-10,157516,Training_7,2023-10-17,A,Yes,0387664085,applicant_4805@email.com,Retail,2024-25,2279627,57.81990399929223,Closed,15,1367030,Services
4806,Non-Operational,Office_4,KVIC,HARYANA,APP2025484960,Applicant_4806,Individual,Female,OBC,NA,1982-12-03,9860848110,Address_201,Block_C,District_22,Urban,Service Business,Product_43,IFSC855365,Union Bank,Bank_Address_76,2021-12-05,1636844,628372,291872,Partial,2022-11-22,1137363,2023-11-12,1489364,Training_28,2021-04-06,C,No,0168606014,applicant_4806@email.com,Services,2024-25,3161727,11.539815036929358,Closed,16,272715,Services
4807,Closed,Office_76,State,ANDHRA PRADESH,APP2025221212,Applicant_4807,Individual,Female,SC,NA,1973-05-23,9827072361,Address_22,Block_D,District_18,Urban,Handicraft,Product_64,IFSC120373,Bank of Baroda,Bank_Address_21,2023-06-11,2462270,608967,437506,Partial,2023-12-08,889051,2020-12-23,703544,Training_34,2023-03-13,A,Yes,0222584793,applicant_4807@email.com,Agro-based,2023-24,1684532,90.5077720096323,Closed,20,1355937,Manufacturing
4808,Non-Operational,Office_91,DIC,HARYANA,APP2025391464,Applicant_4808,Individual,Male,OBC,NA,1974-06-29,9812260462,Address_248,Block_B,District_15,Rural,IT Services,Product_3,IFSC385379,Axis Bank,Bank_Address_44,2022-09-14,1620574,1100446,155315,No,2021-02-05,762738,2021-09-09,157915,Training_44,2021-06-09,A,No,0166118184,applicant_4808@email.com,Retail,2023-24,3881140,18.80683983590562,Closed,8,140415,Services
4809,Non-Operational,Office_14,Ministry,BIHAR,APP2025571634,Applicant_4809,Individual,Female,ST,NA,1964-10-24,9846200081,Address_465,Block_C,District_26,Rural,IT Services,Product_23,IFSC165849,Canara Bank,Bank_Address_106,2022-11-27,1826475,390538,429462,Yes,2020-05-20,922124,2021-06-12,1217806,Training_31,2020-04-14,A,Yes,0118692127,applicant_4809@email.com,Retail,2024-25,2615627,78.75410438826566,Closed,11,1159618,Services
4810,Operational,Office_70,KVIC,JHARKHAND,APP2025430574,Applicant_4810,Individual,Male,Scheduled Tribe,NA,1993-01-16,9848478628,Address_113,Block_B,District_15,Rural,Video & Photo Studio,Product_79,IFSC183491,SBI,Bank_Address_81,2023-10-05,1662290,128575,60753,Yes,2020-12-29,1961148,2020-01-27,764270,Training_37,2023-10-01,NA,Yes,0215707613,applicant_4810@email.com,Agro-based,2024-25,2287300,56.77658442180892,Operational,5,253272,Services
4811,Non-Operational,Office_39,KVIC,BIHAR,APP2025476834,Applicant_4811,Individual,Male,OBC,EX-SERVICEMAN,1960-11-11,9898646457,Address_381,Block_D,District_48,Rural,Handicraft,Product_85,IFSC626226,ICICI Bank,Bank_Address_179,2023-04-20,2458917,202714,287438,No,2020-03-10,250761,2022-01-18,1147603,Training_43,2021-05-29,A,Yes,0201030616,applicant_4811@email.com,Services,2024-25,1576362,36.650803036437964,Closed,11,343670,Manufacturing
4812,Closed,Office_6,State,PUNJAB,APP2025431780,Applicant_4812,Individual,Female,General,EX-SERVICEMAN,1974-07-15,9882482498,Address_288,Block_A,District_7,Rural,E-commerce,Product_39,IFSC970114,Canara Bank,Bank_Address_122,2021-01-06,1694829,171353,73106,No,2023-06-22,1716719,2022-05-29,196868,Training_24,2023-09-24,A,No,0256470366,applicant_4812@email.com,Agro-based,2023-24,3473365,42.71779770626104,Non-Operational,6,180233,Services
4813,Closed,Office_99,KVIC,TAMIL NADU,APP2025520858,Applicant_4813,Individual,Male,Scheduled Tribe,PWD,1976-02-24,9862412175,Address_184,Block_D,District_2,Urban,Tourism Services,Product_87,IFSC255302,SBI,Bank_Address_103,2023-12-19,309100,352020,394265,Yes,2022-10-17,622281,2021-12-09,1075235,Training_17,2020-01-03,B,No,0128212009,applicant_4813@email.com,Retail,2024-25,4737454,1.5916758944913512,Operational,2,1440353,Services
4814,Operational,Office_45,State,TAMIL NADU,APP2025105711,Applicant_4814,Individual,Male,OBC,EX-SERVICEMAN,2000-08-15,9849705971,Address_157,Block_C,District_30,Urban,Textile Unit,Product_45,IFSC612298,ICICI Bank,Bank_Address_190,2023-11-16,364892,738330,56699,Yes,2022-10-13,1378072,2020-06-03,556584,Training_15,2020-01-23,A,Yes,0279921345,applicant_4814@email.com,Retail,2023-24,813647,97.34451282560404,Non-Operational,15,1095331,Manufacturing
4815,Closed,Office_97,State,ASSAM,APP2025289252,Applicant_4815,Individual,Female,Scheduled Tribe,PWD,1994-08-22,9842078593,Address_10,Block_A,District_44,Urban,Video & Photo Studio,Product_42,IFSC970494,ICICI Bank,Bank_Address_156,2021-09-11,1611127,666576,282977,No,2023-02-27,967671,2023-03-30,439975,Training_47,2022-07-31,A,Yes,0139559374,applicant_4815@email.com,Retail,2024-25,4710991,78.09169458098219,Operational,6,808319,Services
4816,Closed,Office_18,Ministry,MADHYA PRADESH,APP2025511285,Applicant_4816,Individual,Male,Scheduled Tribe,PWD,2008-08-18,9832706272,Address_84,Block_A,District_48,Urban,Retail Trading,Product_70,IFSC560822,SBI,Bank_Address_179,2020-09-25,2378802,741545,171536,No,2020-05-17,1729778,2023-03-10,1487873,Training_37,2021-06-29,B,No,0161610798,applicant_4816@email.com,Services,2024-25,1344414,56.30274007938936,Closed,6,941969,Services
4817,Non-Operational,Office_68,KVIC,MADHYA PRADESH,APP2025225694,Applicant_4817,Individual,Female,OBC,NA,2013-02-09,9880938465,Address_159,Block_B,District_22,Rural,Tourism Services,Product_85,IFSC837247,HDFC Bank,Bank_Address_63,2023-03-24,744597,830193,290890,Yes,2023-08-11,1176497,2023-03-11,481763,Training_42,2021-02-09,C,No,0163882803,applicant_4817@email.com,Services,2023-24,1558982,41.54586237323621,Non-Operational,14,108112,Services
4818,Operational,Office_91,DIC,KARNATAKA,APP2025828834,Applicant_4818,Individual,Female,General,NA,2005-01-20,9814707871,Address_120,Block_A,District_23,Rural,IT Services,Product_59,IFSC579912,PNB,Bank_Address_34,2020-05-26,1350203,1291108,219968,Partial,2021-05-16,1575182,2020-10-23,287806,Training_47,2020-04-01,NA,Yes,0255549705,applicant_4818@email.com,Manufacturing,2024-25,4408946,84.75337766173418,Operational,17,1278353,Services
4819,Closed,Office_35,DIC,RAJASTHAN,APP2025802855,Applicant_4819,Individual,Male,SC,PWD,2004-07-18,9839314158,Address_157,Block_A,District_22,Rural,Retail Trading,Product_10,IFSC419678,IndusInd Bank,Bank_Address_102,2023-02-07,732312,490921,375659,No,2020-08-03,1595010,2022-12-12,811135,Training_19,2021-12-10,B,No,0358981150,applicant_4819@email.com,Agro-based,2024-25,2559613,53.009216933885895,Non-Operational,5,995850,Services
4820,Operational,Office_54,DIC,HARYANA,APP2025426590,Applicant_4820,Individual,Female,ST,EX-SERVICEMAN,2008-03-24,9890343212,Address_280,Block_C,District_32,Rural,Tourism Services,Product_87,IFSC120746,HDFC Bank,Bank_Address_190,2022-03-29,770708,783248,171776,Partial,2021-06-03,375230,2021-12-27,571397,Training_2,2020-06-20,A,Yes,0242770680,applicant_4820@email.com,Services,2024-25,1076880,19.403633698409163,Operational,14,621958,Services
4821,Closed,Office_62,KVIC,MADHYA PRADESH,APP2025139709,Applicant_4821,Individual,Male,General,EX-SERVICEMAN,1999-05-03,9886181465,Address_245,Block_D,District_43,Urban,Video & Photo Studio,Product_26,IFSC146593,Kotak Bank,Bank_Address_8,2021-10-08,1150928,910003,159534,Yes,2021-07-29,584749,2023-11-19,255436,Training_26,2021-04-01,NA,Yes,0338793815,applicant_4821@email.com,Agro-based,2023-24,490048,59.29509169921678,Operational,3,215433,Services
4822,Operational,Office_73,KVIC,PUNJAB,APP2025244738,Applicant_4822,Individual,Female,OBC,NA,2013-04-05,9864664282,Address_12,Block_B,District_27,Urban,Education Center,Product_38,IFSC265663,Axis Bank,Bank_Address_67,2020-12-03,348063,1214442,474851,No,2021-11-28,1829264,2023-01-28,1033745,Training_12,2020-05-16,C,Yes,0231096443,applicant_4822@email.com,Manufacturing,2024-25,4305316,88.63964364880866,Non-Operational,8,272892,Services
4823,Operational,Office_38,KVIC,BIHAR,APP2025890567,Applicant_4823,Individual,Female,SC,NA,1995-01-20,9836203785,Address_150,Block_D,District_40,Rural,Textile Unit,Product_82,IFSC646975,HDFC Bank,Bank_Address_187,2020-01-14,1379709,935476,423085,Partial,2023-06-21,374324,2020-12-01,931628,Training_48,2023-12-05,NA,No,0155773346,applicant_4823@email.com,Agro-based,2023-24,3413625,60.68694472364895,Closed,6,523558,Manufacturing
4824,Operational,Office_37,State,KARNATAKA,APP2025349350,Applicant_4824,Individual,Female,Scheduled Caste,NA,1997-08-02,9832993127,Address_284,Block_D,District_27,Rural,Education Center,Product_80,IFSC839027,HDFC Bank,Bank_Address_54,2021-07-16,2027734,62570,191076,No,2023-01-17,1651161,2022-08-14,244259,Training_20,2022-07-10,B,Yes,0242781632,applicant_4824@email.com,Agro-based,2024-25,829528,33.04016607109443,Operational,15,519826,Services
4825,Closed,Office_66,KVIB,UTTARAKHAND,APP2025962644,Applicant_4825,Individual,Female,Scheduled Tribe,EX-SERVICEMAN,1971-03-12,9867020041,Address_290,Block_D,District_4,Urban,Health Care,Product_43,IFSC735677,Canara Bank,Bank_Address_83,2022-09-21,961635,811309,372241,Yes,2023-03-01,1475120,2021-05-12,53426,Training_20,2023-03-09,A,No,0379328024,applicant_4825@email.com,Retail,2023-24,1842146,57.046508650352976,Non-Operational,15,765148,Services
4826,Non-Operational,Office_18,KVIC,TELANGANA,APP2025846551,Applicant_4826,Individual,Male,SC,NA,1961-03-05,9857780519,Address_11,Block_B,District_48,Rural,Video & Photo Studio,Product_66,IFSC116897,PNB,Bank_Address_72,2021-05-27,1164963,1006107,149042,Yes,2022-11-23,494727,2023-10-29,129893,Training_5,2021-11-28,C,Yes,0234611578,applicant_4826@email.com,Agro-based,2025-26,3723357,20.99767749898469,Operational,3,834871,Services
4827,Closed,Office_86,KVIB,ASSAM,APP2025139383,Applicant_4827,Individual,Female,Scheduled Caste,NA,2001-12-09,9827473798,Address_445,Block_D,District_19,Urban,Food Processing,Product_1,IFSC570970,ICICI Bank,Bank_Address_73,2021-04-09,1274560,1075476,376045,Partial,2021-07-04,1645234,2022-01-06,486197,Training_28,2023-03-20,B,No,0252245708,applicant_4827@email.com,Services,2024-25,3301085,79.64259237176354,Closed,10,1360858,Manufacturing
4828,Operational,Office_62,KVIB,KARNATAKA,APP2025124747,Applicant_4828,Individual,Male,Scheduled Tribe,NA,1981-07-11,9864035709,Address_284,Block_B,District_43,Rural,Food Processing,Product_12,IFSC670400,Kotak Bank,Bank_Address_45,2023-04-27,2157606,768093,408707,No,2023-04-24,686425,2020-07-31,608397,Training_38,2023-07-03,C,No,0265818732,applicant_4828@email.com,Agro-based,2025-26,1433768,94.74650079628847,Operational,20,460237,Manufacturing
4829,Non-Operational,Office_17,State,PUNJAB,APP2025712516,Applicant_4829,Individual,Male,Scheduled Caste,PWD,2013-04-21,9824466803,Address_61,Block_C,District_32,Rural,IT Services,Product_25,IFSC147537,PNB,Bank_Address_184,2022-07-14,2008131,910415,308650,Yes,2020-02-09,1383344,2021-03-11,268077,Training_37,2021-12-20,A,No,0148204346,applicant_4829@email.com,Agro-based,2025-26,1170064,48.14148453067006,Non-Operational,18,200859,Services
4830,Operational,Office_29,State,UTTAR PRADESH,APP2025835018,Applicant_4830,Individual,Female,Scheduled Caste,EX-SERVICEMAN,1982-09-27,9842009206,Address_341,Block_D,District_16,Rural,Handicraft,Product_63,IFSC839034,Union Bank,Bank_Address_144,2022-10-19,958841,1034299,257552,Partial,2021-12-07,1913531,2020-04-14,1003503,Training_27,2020-02-03,A,No,0334811965,applicant_4830@email.com,Retail,2025-26,4628358,74.33035913199588,Closed,6,1124250,Manufacturing
4831,Operational,Office_30,State,CHHATTISGARH,APP2025575990,Applicant_4831,Individual,Male,OBC,EX-SERVICEMAN,1971-05-12,9833658276,Address_218,Block_D,District_45,Rural,Education Center,Product_11,IFSC591129,Union Bank,Bank_Address_198,2020-08-21,1742300,286445,379381,Partial,2020-06-28,806055,2021-06-17,138974,Training_42,2022-04-24,B,No,0187001017,applicant_4831@email.com,Retail,2024-25,2440727,64.3296976141986,Operational,12,630502,Services
4832,Non-Operational,Office_51,Ministry,ASSAM,APP2025450852,Applicant_4832,Individual,Female,Scheduled Caste,PWD,2005-09-06,9884636461,Address_50,Block_A,District_8,Urban,Food Processing,Product_32,IFSC514529,Axis Bank,Bank_Address_37,2021-08-04,1755482,1323273,397443,Partial,2023-12-07,807312,2020-06-25,85640,Training_10,2021-05-08,A,Yes,0266238996,applicant_4832@email.com,Services,2024-25,4827918,84.66721079371632,Closed,2,1242692,Manufacturing
4833,Non-Operational,Office_58,KVIB,KARNATAKA,APP2025495362,Applicant_4833,Individual,Female,OBC,PWD,2002-11-02,9884101582,Address_413,Block_D,District_12,Rural,Video & Photo Studio,Product_35,IFSC483904,PNB,Bank_Address_108,2021-06-15,1553848,1172453,255427,Partial,2023-10-24,1330870,2022-01-18,238062,Training_21,2023-03-31,NA,No,0137955628,applicant_4833@email.com,Services,2023-24,3934825,60.02856505387436,Closed,9,1273219,Services
4834,Operational,Office_78,DIC,UTTARAKHAND,APP2025402819,Applicant_4834,Individual,Female,ST,EX-SERVICEMAN,2002-09-03,9853252168,Address_254,Block_C,District_41,Urban,Tourism Services,Product_92,IFSC176533,Union Bank,Bank_Address_124,2020-04-01,948006,1328722,409064,Yes,2022-07-18,904185,2021-06-27,639204,Training_13,2023-10-27,B,No,0309389366,applicant_4834@email.com,Retail,2023-24,256480,83.04420641019414,Operational,15,204952,Services
4835,Closed,Office_86,KVIB,TAMIL NADU,APP2025343961,Applicant_4835,Individual,Female,Scheduled Tribe,NA,2014-09-08,9840912414,Address_177,Block_D,District_16,Rural,Textile Unit,Product_93,IFSC476937,PNB,Bank_Address_149,2021-10-06,414112,940964,448568,Partial,2022-05-21,1927189,2023-01-09,1484094,Training_40,2021-04-06,C,Yes,0142076806,applicant_4835@email.com,Manufacturing,2025-26,3101611,25.853245027778783,Non-Operational,5,1173966,Manufacturing
4836,Closed,Office_86,KVIB,BIHAR,APP2025489797,Applicant_4836,Individual,Female,General,NA,1987-07-27,9867797817,Address_77,Block_D,District_11,Rural,Health Care,Product_90,IFSC796471,Bank of Baroda,Bank_Address_88,2023-01-20,2279568,891591,245283,Yes,2022-07-16,289849,2022-08-09,718075,Training_34,2020-07-03,A,No,0346092509,applicant_4836@email.com,Manufacturing,2023-24,304494,53.02134638643565,Closed,13,1316774,Services
4837,Operational,Office_99,Ministry,ANDHRA PRADESH,APP2025585716,Applicant_4837,Individual,Male,ST,PWD,1961-01-11,9838070607,Address_193,Block_B,District_11,Urban,Retail Trading,Product_10,IFSC186065,PNB,Bank_Address_178,2023-02-17,2082333,233062,289097,No,2022-05-29,1997603,2021-05-02,307933,Training_9,2020-07-28,A,Yes,0302770554,applicant_4837@email.com,Agro-based,2024-25,2461057,96.89116257879436,Closed,10,1008879,Services
4838,Non-Operational,Office_64,KVIB,TELANGANA,APP2025103864,Applicant_4838,Individual,Female,SC,EX-SERVICEMAN,1965-05-18,9814801155,Address_300,Block_B,District_11,Urban,Health Care,Product_24,IFSC894169,Canara Bank,Bank_Address_139,2022-01-01,421914,1259844,43688,Yes,2023-12-11,1964132,2020-11-10,568691,Training_36,2023-10-14,B,Yes,0259241998,applicant_4838@email.com,Manufacturing,2023-24,2786085,24.417098535009142,Operational,11,643879,Services
